,Unnamed: 0,ingredient,amount,ingr_annotation,amount_annotation,norm_value,norm_unit,nutrition
816,816,peperoni,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Peperoni""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""peperoni"", ""erkannteZutat"": ""Pfefferschoten Konserve abgetropft""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
817,817,paprikapaste,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Paprikapaste""}",0.03,l,
818,818,blätterteig,1 mal,"{""anzahl"": 1, ""einheit"": ""mal""}","{""zutat"": ""Bl\u00e4tterteig""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""blatterteig"", ""erkannteZutat"": ""Bl\u00e4tterteig roh""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.8258904600000001}]]}"
819,819,ziegenfrischkäse-pralinen,1 mal,"{""anzahl"": 1, ""einheit"": ""mal""}","{""zutat"": ""Ziehenfrischk\u00e4se"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ziegenfrischkase-pralinen"", ""erkannteZutat"": ""Ziegenmilchweichk\u00e4se mind. 50% Fett i. Tr.""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.39543046}]]}"
820,820,fenchel,1 knolle,"{""anzahl"": 1, ""einheit"": ""knolle""}","{""zutat"": ""Fenchel"", ""eigenschaft"": ""knollig""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""130.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""fenchel"", ""erkannteZutat"": ""Fenchel""}, {""ZF"": 260.0, ""ZE"": 1820.0, ""ZK"": 3900.0, ""ZA"": 0.0, ""GCAL"": 24.7, ""QUALI"": 99999.0}]]}"
821,821,rote zwiebel,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""rot""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
822,822,sojasoße,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Sojasauce""}",0.015,l,
823,823,essig,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Essig""}",0.03,l,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""l"", ""bezeichnung"": ""essig"", ""erkannteZutat"": ""Essig""}, {""ZF"": 0.0, ""ZE"": 20.0, ""ZK"": 30.0, ""ZA"": 0.0, ""GCAL"": 0.95, ""QUALI"": 99999.0}]]}"
824,824,walnußöl,3 el,"{""volumen"": 3, ""einheit"": ""el""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Walnuss""}",0.045,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""walnussol"", ""erkannteZutat"": ""Walnuss\u00f6l""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.1413204600000002}]]}"
825,825,h-milch,130 ml,"{""volumen"": 130, ""einheit"": ""ml""}","{""zutat"": ""Milch"", ""eigenschaft"": ""h""}",0.13,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""h-milch"", ""erkannteZutat"": ""Kuhmilch""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.65959046}]]}"
826,826,ei verquirlt,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Ei"", ""eigenschaft"": ""verquirlt""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""H\u00fchnerei""}, {""ZF"": 4660.0, ""ZE"": 5925.0, ""ZK"": 765.0, ""ZA"": 0.0, ""GCAL"": 68.5, ""QUALI"": 99999.0}]]}"
827,827,grieß,65 g,"{""gewicht"": 65, ""einheit"": ""g""}","{""zutat"": ""Grie\u00df""}",65.0,g,"{""detailed_info"": [[{""menge"": ""65.0g"", ""einheit"": ""g"", ""bezeichnung"": ""griess"", ""erkannteZutat"": ""Getreide Grie\u00df""}, {""ZF"": 513.5, ""ZE"": 6696.3, ""ZK"": 44824.0, ""ZA"": 0.0, ""GCAL"": 213.85, ""QUALI"": 99999.0}]]}"
828,828,butter geschmolzen,2 tl,"{""volumen"": 2, ""einheit"": ""tl""}","{""zutat"": ""Butter"", ""eigenschaft"": ""geschmolzen""}",0.01,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""butter geschmolzen"", ""erkannteZutat"": ""Butter""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.51881046}]]}"
829,829,pfeffer,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Pfeffer"", ""eigenschaft"": ""Prise""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""pfeffer"", ""erkannteZutat"": ""Pfeffer""}, {""ZF"": 33.0, ""ZE"": 109.0, ""ZK"": 520.0, ""ZA"": 0.0, ""GCAL"": 2.85, ""QUALI"": 99999.0}]]}"
830,830,salz,2 msp,"{""anzahl"": 2, ""einheit"": ""msp"", ""zutat"": ""salz""}","{""zutat"": ""Salz""}",0.001,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""salz"", ""erkannteZutat"": ""Salz""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
831,831,petersilie gewürz,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Petersilie"", ""eigenschaft"": ""gew\u00fcrzt""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.05g"", ""einheit"": ""l"", ""bezeichnung"": ""petersilie gewurz"", ""erkannteZutat"": ""Petersilienblatt""}, {""ZF"": 0.18, ""ZE"": 2.215, ""ZK"": 3.69, ""ZA"": 0.0, ""GCAL"": 0.026000000000000002, ""QUALI"": 0.86617046}]]}"
832,832,hackfleisch gemischt,500 g,"{""gewicht"": 500, ""einheit"": ""g""}","{""zutat"": ""Hackfleisch"", ""eigenschaft"": ""gemischt""}",500.0,g,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""g"", ""bezeichnung"": ""hackfleisch gemischt"", ""erkannteZutat"": ""Schwein/Rind Hackfleisch roh""}, {""ZF"": 88180.0, ""ZE"": 94380.0, ""ZK"": 180.0, ""ZA"": 0.0, ""GCAL"": 1165.0, ""QUALI"": 2.9310304600000006}]]}"
833,833,weißkohl frisch,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Wei\u00dfkohl"", ""eigenschaft"": ""frisch""}",1.0,stk,
834,834,bratenfond,800 ml,"{""volumen"": 800, ""einheit"": ""ml""}","{""zutat"": ""Bratenfond"", ""eigenschaft"": ""fl\u00fcssig""}",0.8,l,
835,835,lorbeerblatt,3,"{""anzahl"": 3, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Lorbeerblatt""}",3.0,stk,"{""detailed_info"": [[{""menge"": ""0.6000000000000001g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""lorbeerblatt"", ""erkannteZutat"": ""Lorbeerblatt getrocknet""}, {""ZF"": 50.400000000000006, ""ZE"": 45.60000000000001, ""ZK"": 291.6, ""ZA"": 0.0, ""GCAL"": 1.8180000000000005, ""QUALI"": 0.6037704600000002}]]}"
836,836,pimentkörner,7,"{""anzahl"": 7, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Pimentk\u00f6rner""}",7.0,stk,
837,837,zwiebel gewürfelt,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
838,838,tomatenmark,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Tomatenmark""}",0.015,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""tomatenmark"", ""erkannteZutat"": ""Tomatenmark""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
839,839,biozitronen ca    g -zumnindest als bio gekauft ,4 stück,"{""anzahl"": 4, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Zitrone"", ""eigenschaft"": ""bio""}",4.0,stk,
840,840,stevia flüssig,10 ml,"{""volumen"": 10, ""einheit"": ""ml""}","{""zutat"": ""Stevia"", ""eigenschaft"": ""fl\u00fcssig""}",0.01,l,
841,841,gelfix  - ,1 pack,"{""anzahl"": 1, ""einheit"": ""pack""}","{""zutat"": ""Gelfix""}",1.0,stk,
842,842,große feste mangos - nettoca    -   g,2 stück,"{""anzahl"": 2, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Mango"", ""eigenschaft"": ""fest""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""2.4g"", ""einheit"": ""g"", ""bezeichnung"": ""feste mangos - nettoca -"", ""erkannteZutat"": ""Tofu fest""}, {""ZF"": 135.12, ""ZE"": 372.24, ""ZK"": 67.92, ""ZA"": 0.0, ""GCAL"": 2.9759999999999995, ""QUALI"": 0.96676046}]]}"
843,843,stevia flüssig,10 ml,"{""volumen"": 10, ""einheit"": ""ml""}","{""zutat"": ""Stevia"", ""eigenschaft"": ""fl\u00fcssig""}",0.01,l,
844,844,gelfix  - ,1 pack,"{""anzahl"": 1, ""einheit"": ""pack""}","{""zutat"": ""Gelfix""}",1.0,stk,
845,845,toastbrot,4 scheiben,"{""anzahl"": 4, ""einheit"": ""scheiben""}","{""zutat"": ""Toastbrot"", ""eigenschaft"": ""geschnitten""}",4.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""toastbrot"", ""erkannteZutat"": ""Graubrot-Toastbrot""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.63576046}]]}"
846,846,schmand,1 becher,"{""volumen"": 1, ""einheit"": ""becher""}","{""zutat"": ""Schmand""}",0.25,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""schmand"", ""erkannteZutat"": ""Creme/Schmand""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.8597204600000001}]]}"
847,847,zwiebel,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
848,848,käse,4 scheiben,"{""anzahl"": 4, ""einheit"": ""scheiben""}","{""zutat"": ""K\u00e4se"", ""eigenschaft"": ""Scheibe""}",4.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""kase"", ""erkannteZutat"": ""Emmentaler""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
849,849,rinderhackfleisch,500 g,"{""gewicht"": 500, ""einheit"": ""g""}","{""zutat"": ""Hackfleisch"", ""eigenschaft"": ""Rind""}",500.0,g,
850,850,gorgonzola,200 g,"{""gewicht"": 200, ""einheit"": ""g""}","{""zutat"": ""Gorgonzola""}",200.0,g,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""g"", ""bezeichnung"": ""gorgonzola"", ""erkannteZutat"": ""Gorgonzola""}, {""ZF"": 62400.0, ""ZE"": 38800.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 712.0, ""QUALI"": 99999.0}]]}"
851,851,blattspinat,1 pck,"{""anzahl"": 1, ""einheit"": ""pck""}","{""zutat"": ""Spinat"", ""eigenschaft"": ""blatt""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""blattspinat"", ""erkannteZutat"": ""Blattspinat roh""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.6065204600000003}]]}"
852,852,spirelli,400 g,"{""gewicht"": 400, ""einheit"": ""g""}","{""zutat"": ""Spirelli""}",400.0,g,
853,853,zwiebel,150,"{""anzahl"": 150, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",150.0,stk,"{""detailed_info"": [[{""menge"": ""15000.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 37500.0, ""ZE"": 176550.0, ""ZK"": 738150.0, ""ZA"": 0.0, ""GCAL"": 4200.0, ""QUALI"": 99999.0}]]}"
854,854,knoblauch,2 zehen,"{""anzahl"": 2, ""einheit"": ""Zehen""}","{""zutat"": ""Zehe"", ""eigenschaft"": ""Knoblauch""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 12.0, ""ZE"": 605.0, ""ZK"": 2841.0, ""ZA"": 0.0, ""GCAL"": 14.2, ""QUALI"": 99999.0}]]}"
855,855,käse gerieben,100 g,"{""gewicht"": 100, ""einheit"": ""g""}","{""zutat"": ""K\u00e4se"", ""eigenschaft"": ""gerieben""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""kase"", ""erkannteZutat"": ""Emmentaler""}, {""ZF"": 29849.0, ""ZE"": 27655.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 378.0, ""QUALI"": 99999.0}]]}"
856,856,sahne,200 ml,"{""volumen"": 200, ""einheit"": ""ml""}","{""zutat"": ""Sahne"", ""eigenschaft"": ""fl\u00fcssig""}",0.2,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""sahne"", ""erkannteZutat"": ""Sahne""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
857,857,eier,2,"{""anzahl"": 2, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Ei""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""H\u00fchnerei""}, {""ZF"": 9320.0, ""ZE"": 11850.0, ""ZK"": 1530.0, ""ZA"": 0.0, ""GCAL"": 137.0, ""QUALI"": 99999.0}]]}"
858,858,quinoa,1 tasse,"{""volumen"": 1, ""einheit"": ""tasse""}","{""zutat"": ""Quinoa""}",0.25,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""quinoa"", ""erkannteZutat"": ""Quinoa roh""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.25457046}]]}"
859,859,gemüsebrühe,2 tassen,"{""volumen"": 2, ""einheit"": ""tassen""}","{""zutat"": ""Gem\u00fcsebr\u00fche""}",0.5,l,"{""detailed_info"": [[{""menge"": ""4.0g"", ""einheit"": ""l"", ""bezeichnung"": ""gemusebruhe"", ""erkannteZutat"": ""Gem\u00fcsebr\u00fche gek\u00f6rnt""}, {""ZF"": 284.0, ""ZE"": 620.0, ""ZK"": 492.0, ""ZA"": 0.0, ""GCAL"": 7.04, ""QUALI"": -0.6503895399999998}]]}"
860,860,paprika rot,0.5,"{""anzahl"": 0.5, ""einheit"": ""St\u00fcck"", ""zutat"": ""paprika rot""}","{""zutat"": ""Paprika"", ""eigenschaft"": ""rot""}",0.5,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""paprika"", ""erkannteZutat"": ""Rosenpaprika""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.7765804600000002}]]}"
861,861,kurkuma gewürz gemahlen,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Kurkuma"", ""eigenschaft"": ""gemahlen""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""kurkuma gewurz"", ""erkannteZutat"": ""Kurkuma getrocknet""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.82773046}]]}"
862,862,zwiebel,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
863,863,knoblauch,1 zehe,"{""anzahl"": 1, ""einheit"": ""Zehe""}","{""zutat"": ""Zehe"", ""eigenschaft"": ""Knoblauch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}"
864,864,fenchelsamen frisch gemahlen,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise"", ""zutat"": ""Fenchelsamen""}","{""zutat"": ""Fenchelsame"", ""eigenschaft"": ""gemahlen""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""fenchelsamen"", ""erkannteZutat"": ""Fenchelsamen frisch""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.0900904600000003}]]}"
865,865,koriander frisch gemahlen,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Koriander"", ""eigenschaft"": ""gemahlen""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""koriander"", ""erkannteZutat"": ""Koriander getrocknet""}, {""ZF"": 178.0, ""ZE"": 124.0, ""ZK"": 259.0, ""ZA"": 0.0, ""GCAL"": 3.13, ""QUALI"": 0.39260045999999993}]]}"
866,866,camembert doppelrahmstufe,250 g,"{""gewicht"": 250, ""einheit"": ""g""}","{""zutat"": ""Camembert"", ""eigenschaft"": ""doppelrahm""}",250.0,g,"{""detailed_info"": [[{""menge"": ""250.0g"", ""einheit"": ""g"", ""bezeichnung"": ""camembert doppelrahmstufe"", ""erkannteZutat"": ""Camembert""}, {""ZF"": 55752.5, ""ZE"": 52500.0, ""ZK"": 255.0, ""ZA"": 0.0, ""GCAL"": 710.0, ""QUALI"": 1.72998046}]]}"
867,867,frischkäse doppelrahmstufe,150 g,"{""gewicht"": 150, ""einheit"": ""g""}","{""zutat"": ""Frischk\u00e4se"", ""eigenschaft"": ""Doppelrahmstufe""}",150.0,g,"{""detailed_info"": [[{""menge"": ""150.0g"", ""einheit"": ""g"", ""bezeichnung"": ""frischkase doppelrahmstufe"", ""erkannteZutat"": ""Frischk\u00e4se""}, {""ZF"": 47251.5, ""ZE"": 16950.0, ""ZK"": 3840.0, ""ZA"": 0.0, ""GCAL"": 505.5, ""QUALI"": 1.01974046}]]}"
868,868,zwiebel,1 kleine,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""klein""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
869,869,bier,1 schuss,"{""volumen"": 1, ""einheit"": ""Schuss""}","{""zutat"": ""Bier"", ""eigenschaft"": ""Schuss""}",0.02,l,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""l"", ""bezeichnung"": ""bier"", ""erkannteZutat"": ""Bier""}, {""ZF"": 0.0, ""ZE"": 50.0, ""ZK"": 312.0, ""ZA"": 396.0, ""GCAL"": 4.2, ""QUALI"": 99999.0}]]}"
870,870,butter weich,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Butter"", ""eigenschaft"": ""weich""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""butter weich"", ""erkannteZutat"": ""Butter""}, {""ZF"": 41599.5, ""ZE"": 335.0, ""ZK"": 300.0, ""ZA"": 0.0, ""GCAL"": 370.5, ""QUALI"": 1.51881046}]]}"
871,871,schwarzwurzel frisch,400 g,"{""gewicht"": 400, ""einheit"": ""g""}","{""zutat"": ""Schwarzwurzel"", ""eigenschaft"": ""frisch""}",400.0,g,"{""detailed_info"": [[{""menge"": ""400.0g"", ""einheit"": ""g"", ""bezeichnung"": ""schwarzwurzel"", ""erkannteZutat"": ""Schwarzwurzel roh""}, {""ZF"": 1720.0, ""ZE"": 5560.0, ""ZK"": 8480.0, ""ZA"": 0.0, ""GCAL"": 76.0, ""QUALI"": 1.7473004600000004}]]}"
872,872,gemüsefond,800 mg,"{""gewicht"": 800, ""einheit"": ""mg""}","{""zutat"": ""Fond"", ""eigenschaft"": ""gem\u00fcse""}",0.8,g,"{""detailed_info"": [[{""menge"": ""0.8g"", ""einheit"": ""g"", ""bezeichnung"": ""gemusefond"", ""erkannteZutat"": ""Suppenfond Konserve""}, {""ZF"": 11.448, ""ZE"": 14.424000000000001, ""ZK"": 8.28, ""ZA"": 0.0, ""GCAL"": 0.19200000000000003, ""QUALI"": 99999.0}]]}"
873,873,sahne,200 ml,"{""volumen"": 200, ""einheit"": ""ml""}","{""zutat"": ""Sahne""}",0.2,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""sahne"", ""erkannteZutat"": ""Sahne""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
874,874,zwiebel frisch,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
875,875,knoblauch frisch,1 zehe,"{""anzahl"": 1, ""einheit"": ""Zehe""}","{""zutat"": ""Zehe"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}"
876,876,zitrone frisch,0.5,"{""anzahl"": 0.5, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zitrone"", ""eigenschaft"": ""frisch""}",0.5,stk,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zitrone"", ""erkannteZutat"": ""Zitrone""}, {""ZF"": 180.0, ""ZE"": 210.0, ""ZK"": 948.0, ""ZA"": 0.0, ""GCAL"": 10.8, ""QUALI"": 99999.0}]]}"
877,877,rote bete gekocht,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Rote Bete"", ""eigenschaft"": ""gekocht""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""bete gekocht"", ""erkannteZutat"": ""Sorbet""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.7381804600000001}]]}"
878,878,rucola,0.25 bündel,"{""anzahl"": 0.25, ""einheit"": ""b\u00fcndel""}","{""zutat"": ""Rucola"", ""eigenschaft"": ""b\u00fcndel""}",0.25,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""rucola"", ""erkannteZutat"": ""Rucola roh""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.25457046}]]}"
879,879,kopfsalat frisch,100 g,"{""gewicht"": 100, ""einheit"": ""g""}","{""zutat"": ""Kopfsalat"", ""eigenschaft"": ""frisch""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""kopfsalat"", ""erkannteZutat"": ""Kopfsalat""}, {""ZF"": 220.0, ""ZE"": 1190.0, ""ZK"": 1060.0, ""ZA"": 0.0, ""GCAL"": 11.0, ""QUALI"": 99999.0}]]}"
