Unnamed: 0,ingredient,amount,ingr_annotation,amount_annotation,norm_value,norm_unit,nutrition,status,prompt_used,recognized_name
819,ziegenfrischkäse-pralinen,1 mal,"{""anzahl"": 1, ""einheit"": ""mal""}","{""zutat"": ""Ziehenfrischk\u00e4se"", ""eigenschaft"": ""frisch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""ziegenfrischkase-pralinen"", ""erkannteZutat"": ""Ziegenmilchweichkäse mind. 50% Fett i. Tr.""}, {""ZF"": 336.3, ""ZE"": 218.8, ""ZK"": 23.3, ""ZA"": 0.0, ""GCAL"": 4.0, ""QUALI"": 1.39543046}]]}",ok,1.0 g ziegenfrischkäse-pralinen,ziegenfrischkase-pralinen
820,fenchel,1 knolle,"{""anzahl"": 1, ""einheit"": ""knolle""}","{""zutat"": ""Fenchel"", ""eigenschaft"": ""knollig""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""130.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""fenchel"", ""erkannteZutat"": ""Fenchel""}, {""ZF"": 260.0, ""ZE"": 1820.0, ""ZK"": 3900.0, ""ZA"": 0.0, ""GCAL"": 24.7, ""QUALI"": 99999.0}]]}",ok,1.0 stück Fenchel,fenchel
821,rote zwiebel,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""rot""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
822,sojasoße,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Sojasauce""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""sojasauce"", ""erkannteZutat"": ""Sojasoße""}, {""ZF"": 517.2, ""ZE"": 1031.0, ""ZK"": 617.6, ""ZA"": 0.0, ""GCAL"": 11.3, ""QUALI"": 99999.0}]]}",ok,0.015 liter Sojasauce,sojasauce
823,essig,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Essig""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""essig"", ""erkannteZutat"": ""Essig""}, {""ZF"": 0.0, ""ZE"": 120.0, ""ZK"": 180.0, ""ZA"": 0.0, ""GCAL"": 5.7, ""QUALI"": 99999.0}]]}",ok,0.03 liter Essig,essig
824,walnußöl,3 el,"{""volumen"": 3, ""einheit"": ""el""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Walnuss""}",0.045,liter,"{""detailed_info"": [[{""menge"": ""40.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 40000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 353.6, ""QUALI"": 99999.0}]]}",ok,0.045 liter Öl,ol
825,h-milch,130 ml,"{""volumen"": 130, ""einheit"": ""ml""}","{""zutat"": ""Milch"", ""eigenschaft"": ""h""}",0.13,liter,"{""detailed_info"": [[{""menge"": ""130.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""milch"", ""erkannteZutat"": ""Kuhmilch""}, {""ZF"": 4639.7, ""ZE"": 4396.6, ""ZK"": 6110.0, ""ZA"": 0.0, ""GCAL"": 84.5, ""QUALI"": 99999.0}]]}",ok,0.13 liter Milch,milch
826,ei verquirlt,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Ei"", ""eigenschaft"": ""verquirlt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""Hühnerei""}, {""ZF"": 4660.0, ""ZE"": 5925.0, ""ZK"": 765.0, ""ZA"": 0.0, ""GCAL"": 68.5, ""QUALI"": 99999.0}]]}",ok,1.0 stück Ei,ei
827,grieß,65 g,"{""gewicht"": 65, ""einheit"": ""g""}","{""zutat"": ""Grie\u00df""}",65.0,g,"{""detailed_info"": [[{""menge"": ""65.0g"", ""einheit"": ""g"", ""bezeichnung"": ""griess"", ""erkannteZutat"": ""Getreide Grieß""}, {""ZF"": 513.5, ""ZE"": 6696.3, ""ZK"": 44824.0, ""ZA"": 0.0, ""GCAL"": 213.85, ""QUALI"": 99999.0}]]}",ok,65.0 g Grieß,griess
828,butter geschmolzen,2 tl,"{""volumen"": 2, ""einheit"": ""tl""}","{""zutat"": ""Butter"", ""eigenschaft"": ""geschmolzen""}",0.01,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""butter"", ""erkannteZutat"": ""Butter""}, {""ZF"": 8319.9, ""ZE"": 67.0, ""ZK"": 60.0, ""ZA"": 0.0, ""GCAL"": 74.1, ""QUALI"": 99999.0}]]}",ok,0.01 liter Butter,butter
829,pfeffer,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Pfeffer"", ""eigenschaft"": ""Prise""}",0.0005,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""pfeffer"", ""erkannteZutat"": ""Pfeffer""}, {""ZF"": 33000.0, ""ZE"": 109000.0, ""ZK"": 520000.0, ""ZA"": 0.0, ""GCAL"": 2850.0, ""QUALI"": 99999.0}]]}",ok,0.0005 liter Pfeffer,pfeffer
831,petersilie gewürz,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Petersilie"", ""eigenschaft"": ""gew\u00fcrzt""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""petersilie"", ""erkannteZutat"": ""Petersilienblatt""}, {""ZF"": 36.0, ""ZE"": 443.0, ""ZK"": 738.0, ""ZA"": 0.0, ""GCAL"": 5.2, ""QUALI"": 0.86617046}]]}",ok,0.005 liter Petersilie,petersilie
832,hackfleisch gemischt,500 g,"{""gewicht"": 500, ""einheit"": ""g""}","{""zutat"": ""Hackfleisch"", ""eigenschaft"": ""gemischt""}",500.0,g,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""g"", ""bezeichnung"": ""hackfleisch"", ""erkannteZutat"": ""Schwein/Rind Hackfleisch roh""}, {""ZF"": 88180.0, ""ZE"": 94380.0, ""ZK"": 180.0, ""ZA"": 0.0, ""GCAL"": 1165.0, ""QUALI"": 1.7885304600000003}]]}",ok,500.0 g Hackfleisch,hackfleisch
835,lorbeerblatt,3,"{""anzahl"": 3, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Lorbeerblatt""}",3.0,stück,"{""detailed_info"": [[{""menge"": ""0.6000000000000001g"", ""einheit"": ""stück"", ""bezeichnung"": ""lorbeerblatt"", ""erkannteZutat"": ""Lorbeerblatt getrocknet""}, {""ZF"": 50.400000000000006, ""ZE"": 45.60000000000001, ""ZK"": 291.6, ""ZA"": 0.0, ""GCAL"": 1.8180000000000005, ""QUALI"": 0.6037704600000002}]]}",ok,3.0 stück Lorbeerblatt,lorbeerblatt
837,zwiebel gewürfelt,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
838,tomatenmark,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Tomatenmark""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""tomatenmark"", ""erkannteZutat"": ""Tomatenmark""}, {""ZF"": 50.1, ""ZE"": 230.0, ""ZK"": 555.0, ""ZA"": 0.0, ""GCAL"": 3.8, ""QUALI"": 99999.0}]]}",ok,0.015 liter Tomatenmark,tomatenmark
839,biozitronen ca    g -zumnindest als bio gekauft ,4 stück,"{""anzahl"": 4, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Zitrone"", ""eigenschaft"": ""bio""}",4.0,stück,"{""detailed_info"": [[{""menge"": ""240.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zitrone"", ""erkannteZutat"": ""Zitrone""}, {""ZF"": 1440.0, ""ZE"": 1680.0, ""ZK"": 7584.0, ""ZA"": 0.0, ""GCAL"": 86.4, ""QUALI"": 99999.0}]]}",ok,4.0 stück Zitrone,zitrone
842,große feste mangos - nettoca    -   g,2 stück,"{""anzahl"": 2, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Mango"", ""eigenschaft"": ""fest""}",2.0,stück,"{""detailed_info"": [[{""menge"": ""2.4g"", ""einheit"": ""g"", ""bezeichnung"": ""feste mangos - nettoca -"", ""erkannteZutat"": ""Tofu fest""}, {""ZF"": 135.12, ""ZE"": 372.24, ""ZK"": 67.92, ""ZA"": 0.0, ""GCAL"": 2.9759999999999995, ""QUALI"": 0.96676046}]]}",ok,2.0 g große feste mangos - nettoca    -   g,feste mangos - nettoca -
845,toastbrot,4 scheiben,"{""anzahl"": 4, ""einheit"": ""scheiben""}","{""zutat"": ""Toastbrot"", ""eigenschaft"": ""geschnitten""}",4.0,stück,"{""detailed_info"": [[{""menge"": ""4.0g"", ""einheit"": ""g"", ""bezeichnung"": ""toastbrot"", ""erkannteZutat"": ""Graubrot-Toastbrot""}, {""ZF"": 135.24, ""ZE"": 273.0, ""ZK"": 1828.8, ""ZA"": 0.0, ""GCAL"": 9.72, ""QUALI"": 0.63576046}]]}",ok,4.0 g toastbrot,toastbrot
846,schmand,1 becher,"{""volumen"": 1, ""einheit"": ""becher""}","{""zutat"": ""Schmand""}",0.25,liter,"{""detailed_info"": [[{""menge"": ""250.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""schmand"", ""erkannteZutat"": ""Creme/Schmand""}, {""ZF"": 75002.5, ""ZE"": 6250.0, ""ZK"": 6000.0, ""ZA"": 0.0, ""GCAL"": 720.0, ""QUALI"": 0.8597204600000001}]]}",ok,0.25 liter Schmand,schmand
847,zwiebel,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
848,käse,4 scheiben,"{""anzahl"": 4, ""einheit"": ""scheiben""}","{""zutat"": ""K\u00e4se"", ""eigenschaft"": ""Scheibe""}",4.0,stück,"{""detailed_info"": [[{""menge"": ""4.0g"", ""einheit"": ""g"", ""bezeichnung"": ""kase"", ""erkannteZutat"": ""Emmentaler""}, {""ZF"": 1193.96, ""ZE"": 1106.2, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 15.12, ""QUALI"": 99999.0}]]}",ok,4.0 g käse,kase
849,rinderhackfleisch,500 g,"{""gewicht"": 500, ""einheit"": ""g""}","{""zutat"": ""Hackfleisch"", ""eigenschaft"": ""Rind""}",500.0,g,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""g"", ""bezeichnung"": ""hackfleisch"", ""erkannteZutat"": ""Schwein/Rind Hackfleisch roh""}, {""ZF"": 88180.0, ""ZE"": 94380.0, ""ZK"": 180.0, ""ZA"": 0.0, ""GCAL"": 1165.0, ""QUALI"": 1.7885304600000003}]]}",ok,500.0 g Hackfleisch,hackfleisch
850,gorgonzola,200 g,"{""gewicht"": 200, ""einheit"": ""g""}","{""zutat"": ""Gorgonzola""}",200.0,g,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""g"", ""bezeichnung"": ""gorgonzola"", ""erkannteZutat"": ""Gorgonzola""}, {""ZF"": 62400.0, ""ZE"": 38800.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 712.0, ""QUALI"": 99999.0}]]}",ok,200.0 g Gorgonzola,gorgonzola
851,blattspinat,1 pck,"{""anzahl"": 1, ""einheit"": ""pck""}","{""zutat"": ""Spinat"", ""eigenschaft"": ""blatt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""blattspinat"", ""erkannteZutat"": ""Blattspinat roh""}, {""ZF"": 3.0, ""ZE"": 28.14, ""ZK"": 6.1, ""ZA"": 0.0, ""GCAL"": 0.19, ""QUALI"": 1.6065204600000003}]]}",ok,1.0 g blattspinat,blattspinat
853,zwiebel,150,"{""anzahl"": 150, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",150.0,stück,"{""detailed_info"": [[{""menge"": ""15000.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 37500.0, ""ZE"": 176550.0, ""ZK"": 738150.0, ""ZA"": 0.0, ""GCAL"": 4200.0, ""QUALI"": 99999.0}]]}",ok,150.0 stück Zwiebel,zwiebel
854,knoblauch,2 zehen,"{""anzahl"": 2, ""einheit"": ""Zehen""}","{""zutat"": ""Zehe"", ""eigenschaft"": ""Knoblauch""}",2.0,stück,"{""detailed_info"": [[{""menge"": ""2.0g"", ""einheit"": ""g"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 2.4, ""ZE"": 121.0, ""ZK"": 568.2, ""ZA"": 0.0, ""GCAL"": 2.84, ""QUALI"": 99999.0}]]}",ok,2.0 g knoblauch,knoblauch
855,käse gerieben,100 g,"{""gewicht"": 100, ""einheit"": ""g""}","{""zutat"": ""K\u00e4se"", ""eigenschaft"": ""gerieben""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""kase"", ""erkannteZutat"": ""Emmentaler""}, {""ZF"": 29849.0, ""ZE"": 27655.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 378.0, ""QUALI"": 99999.0}]]}",ok,100.0 g Käse,kase
856,sahne,200 ml,"{""volumen"": 200, ""einheit"": ""ml""}","{""zutat"": ""Sahne"", ""eigenschaft"": ""fl\u00fcssig""}",0.2,liter,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""sahne"", ""erkannteZutat"": ""Sahne""}, {""ZF"": 63402.0, ""ZE"": 4720.0, ""ZK"": 6540.0, ""ZA"": 0.0, ""GCAL"": 606.0, ""QUALI"": 99999.0}]]}",ok,0.2 liter Sahne,sahne
857,eier,2,"{""anzahl"": 2, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Ei""}",2.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""Hühnerei""}, {""ZF"": 9320.0, ""ZE"": 11850.0, ""ZK"": 1530.0, ""ZA"": 0.0, ""GCAL"": 137.0, ""QUALI"": 99999.0}]]}",ok,2.0 stück Ei,ei
858,quinoa,1 tasse,"{""volumen"": 1, ""einheit"": ""tasse""}","{""zutat"": ""Quinoa""}",0.25,liter,"{""detailed_info"": [[{""menge"": ""250.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""quinoa"", ""erkannteZutat"": ""Quinoa roh""}, {""ZF"": 14850.0, ""ZE"": 30475.0, ""ZK"": 156100.0, ""ZA"": 0.0, ""GCAL"": 887.5, ""QUALI"": 1.25457046}]]}",ok,0.25 liter Quinoa,quinoa
859,gemüsebrühe,2 tassen,"{""volumen"": 2, ""einheit"": ""tassen""}","{""zutat"": ""Gem\u00fcsebr\u00fche""}",0.5,liter,"{""detailed_info"": [[{""menge"": ""4.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""gemusebruhe"", ""erkannteZutat"": ""Gemüsebrühe gekörnt""}, {""ZF"": 284.0, ""ZE"": 620.0, ""ZK"": 492.0, ""ZA"": 0.0, ""GCAL"": 7.04, ""QUALI"": -0.6503895399999998}]]}",ok,0.5 liter Gemüsebrühe,gemusebruhe
860,paprika rot,0.5,"{""anzahl"": 0.5, ""einheit"": ""St\u00fcck"", ""zutat"": ""paprika rot""}","{""zutat"": ""Paprika"", ""eigenschaft"": ""rot""}",0.5,stück,"{""detailed_info"": [[{""menge"": ""0.5g"", ""einheit"": ""g"", ""bezeichnung"": ""paprika"", ""erkannteZutat"": ""Rosenpaprika""}, {""ZF"": 65.0, ""ZE"": 74.0, ""ZK"": 174.5, ""ZA"": 0.0, ""GCAL"": 1.585, ""QUALI"": 0.7765804600000002}]]}",ok,0.5 g paprika rot,paprika
861,kurkuma gewürz gemahlen,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Kurkuma"", ""eigenschaft"": ""gemahlen""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""kurkuma"", ""erkannteZutat"": ""Kurkuma getrocknet""}, {""ZF"": 990.1, ""ZE"": 780.1, ""ZK"": 5820.0, ""ZA"": 0.0, ""GCAL"": 35.6, ""QUALI"": 0.25182046}]]}",ok,0.005 liter Kurkuma,kurkuma
862,zwiebel,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
863,knoblauch,1 zehe,"{""anzahl"": 1, ""einheit"": ""Zehe""}","{""zutat"": ""Zehe"", ""eigenschaft"": ""Knoblauch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 1.2, ""ZE"": 60.5, ""ZK"": 284.1, ""ZA"": 0.0, ""GCAL"": 1.42, ""QUALI"": 99999.0}]]}",ok,1.0 g knoblauch,knoblauch
864,fenchelsamen frisch gemahlen,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise"", ""zutat"": ""Fenchelsamen""}","{""zutat"": ""Fenchelsame"", ""eigenschaft"": ""gemahlen""}",0.0005,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""fenchelsame"", ""erkannteZutat"": ""Fenchelsamen frisch""}, {""ZF"": 149000.0, ""ZE"": 158000.0, ""ZK"": 366000.0, ""ZA"": 0.0, ""GCAL"": 3450.0, ""QUALI"": 0.6934004600000003}]]}",ok,0.0005 liter Fenchelsame,fenchelsame
865,koriander frisch gemahlen,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Koriander"", ""eigenschaft"": ""gemahlen""}",0.0005,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""koriander"", ""erkannteZutat"": ""Koriander getrocknet""}, {""ZF"": 178000.0, ""ZE"": 124000.0, ""ZK"": 259000.0, ""ZA"": 0.0, ""GCAL"": 3130.0, ""QUALI"": 0.39260045999999993}]]}",ok,0.0005 liter Koriander,koriander
866,camembert doppelrahmstufe,250 g,"{""gewicht"": 250, ""einheit"": ""g""}","{""zutat"": ""Camembert"", ""eigenschaft"": ""doppelrahm""}",250.0,g,"{""detailed_info"": [[{""menge"": ""250.0g"", ""einheit"": ""g"", ""bezeichnung"": ""camembert"", ""erkannteZutat"": ""Camembert""}, {""ZF"": 55752.5, ""ZE"": 52500.0, ""ZK"": 255.0, ""ZA"": 0.0, ""GCAL"": 710.0, ""QUALI"": 99999.0}]]}",ok,250.0 g Camembert,camembert
867,frischkäse doppelrahmstufe,150 g,"{""gewicht"": 150, ""einheit"": ""g""}","{""zutat"": ""Frischk\u00e4se"", ""eigenschaft"": ""Doppelrahmstufe""}",150.0,g,"{""detailed_info"": [[{""menge"": ""150.0g"", ""einheit"": ""g"", ""bezeichnung"": ""frischkase"", ""erkannteZutat"": ""Frischkäse""}, {""ZF"": 47251.5, ""ZE"": 16950.0, ""ZK"": 3840.0, ""ZA"": 0.0, ""GCAL"": 505.5, ""QUALI"": 1.01974046}]]}",ok,150.0 g Frischkäse,frischkase
868,zwiebel,1 kleine,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""klein""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
869,bier,1 schuss,"{""volumen"": 1, ""einheit"": ""Schuss""}","{""zutat"": ""Bier"", ""eigenschaft"": ""Schuss""}",0.02,liter,"{""detailed_info"": [[{""menge"": ""20.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""bier"", ""erkannteZutat"": ""Bier""}, {""ZF"": 0.0, ""ZE"": 100.0, ""ZK"": 624.0, ""ZA"": 792.0, ""GCAL"": 8.4, ""QUALI"": 99999.0}]]}",ok,0.02 liter Bier,bier
870,butter weich,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Butter"", ""eigenschaft"": ""weich""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""butter"", ""erkannteZutat"": ""Butter""}, {""ZF"": 41599.5, ""ZE"": 335.0, ""ZK"": 300.0, ""ZA"": 0.0, ""GCAL"": 370.5, ""QUALI"": 99999.0}]]}",ok,50.0 g Butter,butter
871,schwarzwurzel frisch,400 g,"{""gewicht"": 400, ""einheit"": ""g""}","{""zutat"": ""Schwarzwurzel"", ""eigenschaft"": ""frisch""}",400.0,g,"{""detailed_info"": [[{""menge"": ""400.0g"", ""einheit"": ""g"", ""bezeichnung"": ""schwarzwurzel"", ""erkannteZutat"": ""Schwarzwurzel roh""}, {""ZF"": 1720.0, ""ZE"": 5560.0, ""ZK"": 8480.0, ""ZA"": 0.0, ""GCAL"": 76.0, ""QUALI"": 1.7473004600000004}]]}",ok,400.0 g Schwarzwurzel,schwarzwurzel
872,gemüsefond,800 mg,"{""gewicht"": 800, ""einheit"": ""mg""}","{""zutat"": ""Fond"", ""eigenschaft"": ""gem\u00fcse""}",0.8,g,"{""detailed_info"": [[{""menge"": ""0.8g"", ""einheit"": ""g"", ""bezeichnung"": ""fond"", ""erkannteZutat"": ""Suppenfond Konserve""}, {""ZF"": 11.448, ""ZE"": 14.424000000000001, ""ZK"": 8.28, ""ZA"": 0.0, ""GCAL"": 0.19200000000000003, ""QUALI"": 99999.0}]]}",ok,0.8 g Fond,fond
873,sahne,200 ml,"{""volumen"": 200, ""einheit"": ""ml""}","{""zutat"": ""Sahne""}",0.2,liter,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""sahne"", ""erkannteZutat"": ""Sahne""}, {""ZF"": 63402.0, ""ZE"": 4720.0, ""ZK"": 6540.0, ""ZA"": 0.0, ""GCAL"": 606.0, ""QUALI"": 99999.0}]]}",ok,0.2 liter Sahne,sahne
874,zwiebel frisch,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""frisch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
875,knoblauch frisch,1 zehe,"{""anzahl"": 1, ""einheit"": ""Zehe""}","{""zutat"": ""Zehe"", ""eigenschaft"": ""frisch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 1.2, ""ZE"": 60.5, ""ZK"": 284.1, ""ZA"": 0.0, ""GCAL"": 1.42, ""QUALI"": 99999.0}]]}",ok,1.0 g knoblauch frisch,knoblauch
876,zitrone frisch,0.5,"{""anzahl"": 0.5, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zitrone"", ""eigenschaft"": ""frisch""}",0.5,stück,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zitrone"", ""erkannteZutat"": ""Zitrone""}, {""ZF"": 180.0, ""ZE"": 210.0, ""ZK"": 948.0, ""ZA"": 0.0, ""GCAL"": 10.8, ""QUALI"": 99999.0}]]}",ok,0.5 stück Zitrone,zitrone
877,rote bete gekocht,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Rote Bete"", ""eigenschaft"": ""gekocht""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""bete gekocht"", ""erkannteZutat"": ""Sorbet""}, {""ZF"": 0.4, ""ZE"": 2.16, ""ZK"": 321.04, ""ZA"": 8.53, ""GCAL"": 1.39, ""QUALI"": 0.7381804600000001}]]}",ok,1.0 g rote bete gekocht,bete gekocht
878,rucola,0.25 bündel,"{""anzahl"": 0.25, ""einheit"": ""b\u00fcndel""}","{""zutat"": ""Rucola"", ""eigenschaft"": ""b\u00fcndel""}",0.25,stück,"{""detailed_info"": [[{""menge"": ""0.25g"", ""einheit"": ""g"", ""bezeichnung"": ""rucola"", ""erkannteZutat"": ""Rucola roh""}, {""ZF"": 1.75, ""ZE"": 6.5, ""ZK"": 5.25, ""ZA"": 0.0, ""GCAL"": 0.0675, ""QUALI"": 1.25457046}]]}",ok,0.25 g rucola,rucola
879,kopfsalat frisch,100 g,"{""gewicht"": 100, ""einheit"": ""g""}","{""zutat"": ""Kopfsalat"", ""eigenschaft"": ""frisch""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""kopfsalat"", ""erkannteZutat"": ""Kopfsalat""}, {""ZF"": 220.0, ""ZE"": 1190.0, ""ZK"": 1060.0, ""ZA"": 0.0, ""GCAL"": 11.0, ""QUALI"": 99999.0}]]}",ok,100.0 g Kopfsalat,kopfsalat
